-2.234182329196136152e+01,4.634982731088471142e-01,-9.485075354546622650e-01,-5.751399569252145794e-01,-7.976750681224559214e-01,1.431714283215152483e-01,-1.854759893819747096e-01,-7.907367034843946207e-01,-4.142508840116223001e-01,1.317680590215811076e+00,-1.260161734925276389e-01,2.733306128465762264e-01,-5.634715566959636046e-01,9.322494919776228017e-02,1.020570501232754279e-01,-9.893152253657402184e+01,1.000000000000000000e+00
-2.238557645520665673e+01,4.380717183387070057e-01,-5.726053785249297645e-01,-2.352237737971035469e-01,-4.755683105431304791e-01,2.906012239200830294e-01,-4.182016074764831060e-01,-1.187104211360407335e+00,-4.712090906425109860e-01,1.350067603531522886e+00,6.583076236150181559e-02,4.722462645742181442e-01,-4.017583023608873455e-02,1.456745830736621283e-01,1.909510304900507993e-01,-1.109342817609004470e+02,1.000000000000000000e+00
-2.230999984836800465e+01,7.921867313423293089e-01,-9.377983545948496147e-01,-2.781851851389457453e-01,-3.336643003831380461e-01,-8.335921565629494240e-03,-3.605256816152496713e-01,-7.784101797516054244e-01,-5.346371255876226636e-01,1.277054456815411854e+00,-4.625336670708522779e-02,4.325512644721474231e-01,-1.121516785630650437e-01,1.043612535207707748e-01,1.367820241919055491e-01,-1.118349479298247218e+02,1.000000000000000000e+00
-2.271856261142640321e+01,4.360107268419037285e-01,-1.393536848058180899e+00,-5.359885939424186008e-01,-5.216894187869081101e-01,-1.639972785009994050e-01,-4.823097718558456148e-01,-7.583823457434000215e-01,-7.939842845328406451e-01,1.326323217957205092e+00,2.842681016956981679e-02,3.044130868515608213e-01,-6.792427680761867204e-02,8.239797805856363677e-02,7.478362375067375278e-02,-1.135323914245563373e+02,1.000000000000000000e+00
-2.273713844955832286e+01,3.873361204174778916e-01,-1.208880996199261704e+00,-5.580829611523889788e-01,-3.126730373714825539e-01,3.145985461728682125e-02,-4.900398237785636990e-01,-7.025020231914810287e-01,-3.714848253710712478e-01,1.204427744659297250e+00,6.596016373468578664e-02,3.273303968954896503e-01,-3.859891385431076655e-02,1.183864975953219378e-01,1.551672143172475871e-01,-1.118878965000757972e+02,1.000000000000000000e+00
-2.295324478435767546e+01,3.575742782005539300e-01,-1.119129153738277482e+00,-6.884665849212467936e-01,-5.959392593924449644e-01,2.213067510602081400e-01,-4.722946247460623748e-01,-7.597620558573490168e-01,-3.274724651105039852e-01,1.308163683428185342e+00,8.805170448399317340e-02,3.820155144203257747e-01,-9.311635381420971247e-02,1.133273416989611648e-01,1.494651732951161327e-01,-1.141444709830243909e+02,1.000000000000000000e+00
-2.317109878373127785e+01,6.172826081409694687e-01,-5.580093282266881394e-01,-8.873514964509518488e-02,-6.988358336180737485e-02,7.358773409620487094e-01,-5.433520345385222106e-01,-1.278557263778313580e+00,-7.754011069326650629e-01,1.040537765237672163e+00,2.735413187734833315e-02,7.517163797045369744e-01,1.417523572969286993e-01,1.094675766210437412e-01,1.476305939734560146e-01,-1.132783247212439193e+02,1.000000000000000000e+00
-2.308510559498887105e+01,4.743879655185300193e-01,-9.223734841283532937e-01,-1.018317631851110017e+00,-5.106784747990191775e-01,1.605438758265967936e-01,-4.285397089046921182e-01,-8.290244932755987950e-01,-3.518234472151035019e-01,1.101753202312479640e+00,-5.741218210198226896e-02,2.668493599086321777e-01,-2.183955945855154679e-01,1.269227685649292336e-01,1.726068111686698547e-01,-1.152344818694763546e+02,1.000000000000000000e+00
-2.312814495136679938e+01,4.994418316105595501e-01,-1.061770777932768750e+00,-3.406719505919560409e-01,-9.650914488883186038e-02,-2.167470612739594293e-01,-6.086578344782529459e-01,-8.964898634621989437e-01,-6.997281537688563313e-01,1.195892747191255046e+00,-4.612162591858932036e-03,2.216768319431053069e-01,-3.314245890666750460e-01,1.175830805728445977e-01,1.611209707171244732e-01,-1.139285255500780494e+02,1.000000000000000000e+00
-2.298533795428571480e+01,7.606304981267445475e-01,-8.505693358018102668e-01,-3.406288840474639423e-01,-1.719373229844433915e-01,1.999753381072389147e-01,-4.600943433769910107e-01,-5.569915569269948685e-01,-4.106146967713507623e-01,1.240997284917420007e+00,1.803623457995390811e-01,2.524636470801516208e-01,-2.476756739877529478e-01,9.516522087484677317e-02,1.193541855550463715e-01,-1.151005137146128874e+02,1.000000000000000000e+00
